Consumer Price Index item,Month of forecast,Year of forecast,Year being forecast,Attribute,Forecast percent change
Food away from home,11,2013,2014,Upper bound of forecast range,3.5
Food away from home,12,2013,2014,Lower bound of forecast range,2.5
Food away from home,12,2013,2014,Upper bound of forecast range,3.5
Food away from home,1,2014,2014,Lower bound of forecast range,2.5
Food away from home,1,2014,2014,Upper bound of forecast range,3.5
Food away from home,2,2014,2014,Lower bound of forecast range,2.5
Food away from home,2,2014,2014,Upper bound of forecast range,3.5
Food away from home,3,2014,2014,Lower bound of forecast range,2.5
Food away from home,3,2014,2014,Upper bound of forecast range,3.5
Food away from home,4,2014,2014,Lower bound of forecast range,2.5
Food away from home,4,2014,2014,Upper bound of forecast range,3.5
Food away from home,5,2014,2014,Lower bound of forecast range,2.5
Food away from home,5,2014,2014,Upper bound of forecast range,3.5
Food away from home,6,2014,2014,Lower bound of forecast range,2.5
Food away from home,6,2014,2014,Upper bound of forecast range,3.5
Food away from home,7,2014,2014,Lower bound of forecast range,2.5
Food away from home,7,2014,2014,Upper bound of forecast range,3.5
Food away from home,8,2014,2014,Lower bound of forecast range,2.5
Food away from home,8,2014,2014,Upper bound of forecast range,3.5
Food away from home,9,2014,2014,Lower bound of forecast range,2.5
Food away from home,9,2014,2014,Upper bound of forecast range,3.5
Food away from home,10,2014,2014,Lower bound of forecast range,2.5
Food away from home,10,2014,2014,Upper bound of forecast range,3.5
Food away from home,11,2014,2014,Lower bound of forecast range,2.5
Food away from home,11,2014,2014,Upper bound of forecast range,3.5
Food away from home,12,2014,2014,Lower bound of forecast range,2.25
Food away from home,12,2014,2014,Upper bound of forecast range,3.25
Food at home,7,2013,2014,Lower bound of forecast range,2.5
Food at home,7,2013,2014,Upper bound of forecast range,3.5
Food at home,8,2013,2014,Lower bound of forecast range,2.5
Food at home,8,2013,2014,Upper bound of forecast range,3.5
Food at home,9,2013,2014,Lower bound of forecast range,2.5
Food at home,9,2013,2014,Upper bound of forecast range,3.5
Food at home,10,2013,2014,Lower bound of forecast range,2.5
Food at home,10,2013,2014,Upper bound of forecast range,3.5
Food at home,11,2013,2014,Lower bound of forecast range,2.5
Food at home,11,2013,2014,Upper bound of forecast range,3.5
Food at home,12,2013,2014,Lower bound of forecast range,2.5
Food at home,12,2013,2014,Upper bound of forecast range,3.5
Food at home,1,2014,2014,Lower bound of forecast range,2.5
Food at home,1,2014,2014,Upper bound of forecast range,3.5
Food at home,2,2014,2014,Lower bound of forecast range,2.5
Food at home,2,2014,2014,Upper bound of forecast range,3.5
Food at home,3,2014,2014,Lower bound of forecast range,2.5
Food at home,3,2014,2014,Upper bound of forecast range,3.5
Food at home,4,2014,2014,Lower bound of forecast range,2.5
Food at home,4,2014,2014,Upper bound of forecast range,3.5
Food at home,5,2014,2014,Lower bound of forecast range,2.5
Food at home,5,2014,2014,Upper bound of forecast range,3.5
Food at home,6,2014,2014,Lower bound of forecast range,2.5
Food at home,6,2014,2014,Upper bound of forecast range,3.5
Food at home,7,2014,2014,Lower bound of forecast range,2.5
Food at home,7,2014,2014,Upper bound of forecast range,3.5
Food at home,8,2014,2014,Lower bound of forecast range,2.5
Food at home,8,2014,2014,Upper bound of forecast range,3.5
Food at home,9,2014,2014,Lower bound of forecast range,2.5
Food at home,9,2014,2014,Upper bound of forecast range,3.5
Food at home,10,2014,2014,Lower bound of forecast range,2.5
Food at home,10,2014,2014,Upper bound of forecast range,3.5
Food at home,11,2014,2014,Lower bound of forecast range,2.5
Food at home,11,2014,2014,Upper bound of forecast range,3.5
Food at home,12,2014,2014,Lower bound of forecast range,2.25
Food at home,12,2014,2014,Upper bound of forecast range,3.25
"Meats, poultry, and fish",7,2013,2014,Lower bound of forecast range,2.5
"Meats, poultry, and fish",7,2013,2014,Upper bound of forecast range,3.5
"Meats, poultry, and fish",8,2013,2014,Lower bound of forecast range,2.5
"Meats, poultry, and fish",8,2013,2014,Upper bound of forecast range,3.5
"Meats, poultry, and fish",9,2013,2014,Lower bound of forecast range,2.5
"Meats, poultry, and fish",9,2013,2014,Upper bound of forecast range,3.5
"Meats, poultry, and fish",10,2013,2014,Lower bound of forecast range,2.5
"Meats, poultry, and fish",10,2013,2014,Upper bound of forecast range,3.5
"Meats, poultry, and fish",11,2013,2014,Lower bound of forecast range,2.5
"Meats, poultry, and fish",11,2013,2014,Upper bound of forecast range,3.5
"Meats, poultry, and fish",12,2013,2014,Lower bound of forecast range,2.5
"Meats, poultry, and fish",12,2013,2014,Upper bound of forecast range,3.5
"Meats, poultry, and fish",1,2014,2014,Lower bound of forecast range,2.5
"Meats, poultry, and fish",1,2014,2014,Upper bound of forecast range,3.5
"Meats, poultry, and fish",2,2014,2014,Lower bound of forecast range,2.5
"Meats, poultry, and fish",2,2014,2014,Upper bound of forecast range,3.5
"Meats, poultry, and fish",3,2014,2014,Lower bound of forecast range,2.5
"Meats, poultry, and fish",3,2014,2014,Upper bound of forecast range,3.5
"Meats, poultry, and fish",4,2014,2014,Lower bound of forecast range,2.5
"Meats, poultry, and fish",4,2014,2014,Upper bound of forecast range,3.5
"Meats, poultry, and fish",5,2014,2014,Lower bound of forecast range,3
"Meats, poultry, and fish",5,2014,2014,Upper bound of forecast range,4
"Meats, poultry, and fish",6,2014,2014,Lower bound of forecast range,3
"Meats, poultry, and fish",6,2014,2014,Upper bound of forecast range,4
"Meats, poultry, and fish",7,2014,2014,Lower bound of forecast range,3.5
"Meats, poultry, and fish",7,2014,2014,Upper bound of forecast range,4.5
"Meats, poultry, and fish",8,2014,2014,Lower bound of forecast range,4
"Meats, poultry, and fish",8,2014,2014,Upper bound of forecast range,5
"Meats, poultry, and fish",9,2014,2014,Lower bound of forecast range,5
"Meats, poultry, and fish",9,2014,2014,Upper bound of forecast range,6
"Meats, poultry, and fish",10,2014,2014,Lower bound of forecast range,5
"Meats, poultry, and fish",10,2014,2014,Upper bound of forecast range,6
"Meats, poultry, and fish",11,2014,2014,Lower bound of forecast range,5.5
"Meats, poultry, and fish",11,2014,2014,Upper bound of forecast range,6.5
"Meats, poultry, and fish",12,2014,2014,Lower bound of forecast range,5.5
"Meats, poultry, and fish",12,2014,2014,Upper bound of forecast range,6.5
Meats,7,2013,2014,Lower bound of forecast range,2.5
Meats,7,2013,2014,Upper bound of forecast range,3.5
Meats,8,2013,2014,Lower bound of forecast range,2.5
Meats,8,2013,2014,Upper bound of forecast range,3.5
Meats,9,2013,2014,Lower bound of forecast range,2.5
Meats,9,2013,2014,Upper bound of forecast range,3.5
Meats,10,2013,2014,Lower bound of forecast range,2.5
Meats,10,2013,2014,Upper bound of forecast range,3.5
Meats,11,2013,2014,Lower bound of forecast range,2.5
Meats,11,2013,2014,Upper bound of forecast range,3.5
Meats,12,2013,2014,Lower bound of forecast range,2.5
Meats,12,2013,2014,Upper bound of forecast range,3.5
Meats,1,2014,2014,Lower bound of forecast range,2.5
Meats,1,2014,2014,Upper bound of forecast range,3.5
Meats,2,2014,2014,Lower bound of forecast range,2.5
Meats,2,2014,2014,Upper bound of forecast range,3.5
Meats,3,2014,2014,Lower bound of forecast range,2.5
Meats,3,2014,2014,Upper bound of forecast range,3.5
Meats,4,2014,2014,Lower bound of forecast range,2.5
Meats,4,2014,2014,Upper bound of forecast range,3.5
Meats,5,2014,2014,Lower bound of forecast range,3.5
Meats,5,2014,2014,Upper bound of forecast range,4.5
Meats,6,2014,2014,Lower bound of forecast range,3.5
Meats,6,2014,2014,Upper bound of forecast range,4.5
Meats,7,2014,2014,Lower bound of forecast range,4
Meats,7,2014,2014,Upper bound of forecast range,5
Meats,8,2014,2014,Lower bound of forecast range,5
Meats,8,2014,2014,Upper bound of forecast range,6
Meats,9,2014,2014,Lower bound of forecast range,6
Meats,9,2014,2014,Upper bound of forecast range,7
Meats,10,2014,2014,Lower bound of forecast range,6
Meats,10,2014,2014,Upper bound of forecast range,7
Meats,11,2014,2014,Lower bound of forecast range,7.5
Meats,11,2014,2014,Upper bound of forecast range,8.5
Meats,12,2014,2014,Lower bound of forecast range,7.5
Meats,12,2014,2014,Upper bound of forecast range,8.5
Beef and veal,7,2013,2014,Lower bound of forecast range,2.5
Beef and veal,7,2013,2014,Upper bound of forecast range,3.5
Beef and veal,8,2013,2014,Lower bound of forecast range,2.5
Beef and veal,8,2013,2014,Upper bound of forecast range,3.5
Beef and veal,9,2013,2014,Lower bound of forecast range,2.5
Beef and veal,9,2013,2014,Upper bound of forecast range,3.5
Beef and veal,10,2013,2014,Lower bound of forecast range,2.5
Beef and veal,10,2013,2014,Upper bound of forecast range,3.5
Beef and veal,11,2013,2014,Lower bound of forecast range,2.5
Beef and veal,11,2013,2014,Upper bound of forecast range,3.5
Beef and veal,12,2013,2014,Lower bound of forecast range,2.5
Beef and veal,12,2013,2014,Upper bound of forecast range,3.5
Beef and veal,1,2014,2014,Lower bound of forecast range,3
Beef and veal,1,2014,2014,Upper bound of forecast range,4
Beef and veal,2,2014,2014,Lower bound of forecast range,3
Beef and veal,2,2014,2014,Upper bound of forecast range,4
Beef and veal,3,2014,2014,Lower bound of forecast range,3
Beef and veal,3,2014,2014,Upper bound of forecast range,4
Beef and veal,4,2014,2014,Lower bound of forecast range,3
Beef and veal,4,2014,2014,Upper bound of forecast range,4
Beef and veal,5,2014,2014,Lower bound of forecast range,5.5
Beef and veal,5,2014,2014,Upper bound of forecast range,6.5
Beef and veal,6,2014,2014,Lower bound of forecast range,5.5
Beef and veal,6,2014,2014,Upper bound of forecast range,6.5
Beef and veal,7,2014,2014,Lower bound of forecast range,5.5
Beef and veal,7,2014,2014,Upper bound of forecast range,6.5
Beef and veal,8,2014,2014,Lower bound of forecast range,6.5
Beef and veal,8,2014,2014,Upper bound of forecast range,7.5
Beef and veal,9,2014,2014,Lower bound of forecast range,8
Beef and veal,9,2014,2014,Upper bound of forecast range,9
Beef and veal,10,2014,2014,Lower bound of forecast range,10.5
Beef and veal,10,2014,2014,Upper bound of forecast range,11.5
Beef and veal,11,2014,2014,Lower bound of forecast range,11
Beef and veal,11,2014,2014,Upper bound of forecast range,12
Beef and veal,12,2014,2014,Lower bound of forecast range,11
Beef and veal,12,2014,2014,Upper bound of forecast range,12
Pork,7,2013,2014,Lower bound of forecast range,2
Pork,7,2013,2014,Upper bound of forecast range,3
Pork,8,2013,2014,Lower bound of forecast range,2
Pork,8,2013,2014,Upper bound of forecast range,3
Pork,9,2013,2014,Lower bound of forecast range,2
Pork,9,2013,2014,Upper bound of forecast range,3
Pork,10,2013,2014,Lower bound of forecast range,2
Pork,10,2013,2014,Upper bound of forecast range,3
Pork,11,2013,2014,Lower bound of forecast range,2
Pork,11,2013,2014,Upper bound of forecast range,3
Pork,12,2013,2014,Lower bound of forecast range,2
Pork,12,2013,2014,Upper bound of forecast range,3
Pork,1,2014,2014,Lower bound of forecast range,2
Pork,1,2014,2014,Upper bound of forecast range,3
Pork,2,2014,2014,Lower bound of forecast range,2
Pork,2,2014,2014,Upper bound of forecast range,3
Pork,3,2014,2014,Lower bound of forecast range,2
Pork,3,2014,2014,Upper bound of forecast range,3
Pork,4,2014,2014,Lower bound of forecast range,2
Pork,4,2014,2014,Upper bound of forecast range,3
Pork,5,2014,2014,Lower bound of forecast range,3
Pork,5,2014,2014,Upper bound of forecast range,4
Pork,6,2014,2014,Lower bound of forecast range,3
Pork,6,2014,2014,Upper bound of forecast range,4
Pork,7,2014,2014,Lower bound of forecast range,5.5
Pork,7,2014,2014,Upper bound of forecast range,6.5
Pork,8,2014,2014,Lower bound of forecast range,6.5
Pork,8,2014,2014,Upper bound of forecast range,7.5
Pork,9,2014,2014,Lower bound of forecast range,7.5
Pork,9,2014,2014,Upper bound of forecast range,8.5
Pork,10,2014,2014,Lower bound of forecast range,7.5
Pork,10,2014,2014,Upper bound of forecast range,8.5
Pork,11,2014,2014,Lower bound of forecast range,7.5
Pork,11,2014,2014,Upper bound of forecast range,8.5
Pork,12,2014,2014,Lower bound of forecast range,8.25
Pork,12,2014,2014,Upper bound of forecast range,9.25
Other meats,7,2013,2014,Lower bound of forecast range,2
Other meats,7,2013,2014,Upper bound of forecast range,3
Other meats,8,2013,2014,Lower bound of forecast range,2
Other meats,8,2013,2014,Upper bound of forecast range,3
Other meats,9,2013,2014,Lower bound of forecast range,2
Other meats,9,2013,2014,Upper bound of forecast range,3
Other meats,10,2013,2014,Lower bound of forecast range,2
Other meats,10,2013,2014,Upper bound of forecast range,3
Other meats,11,2013,2014,Lower bound of forecast range,2
Other meats,11,2013,2014,Upper bound of forecast range,3
Other meats,12,2013,2014,Lower bound of forecast range,2
Other meats,12,2013,2014,Upper bound of forecast range,3
Other meats,1,2014,2014,Lower bound of forecast range,2
Other meats,1,2014,2014,Upper bound of forecast range,3
Other meats,2,2014,2014,Lower bound of forecast range,2
Other meats,2,2014,2014,Upper bound of forecast range,3
Other meats,3,2014,2014,Lower bound of forecast range,2
Other meats,3,2014,2014,Upper bound of forecast range,3
Other meats,4,2014,2014,Lower bound of forecast range,2
Other meats,4,2014,2014,Upper bound of forecast range,3
Other meats,5,2014,2014,Lower bound of forecast range,2
Other meats,5,2014,2014,Upper bound of forecast range,3
Other meats,6,2014,2014,Lower bound of forecast range,2
Other meats,6,2014,2014,Upper bound of forecast range,3
Other meats,7,2014,2014,Lower bound of forecast range,2
Other meats,7,2014,2014,Upper bound of forecast range,3
Other meats,8,2014,2014,Lower bound of forecast range,2
Other meats,8,2014,2014,Upper bound of forecast range,3
Other meats,9,2014,2014,Lower bound of forecast range,2
Other meats,9,2014,2014,Upper bound of forecast range,3
Other meats,10,2014,2014,Lower bound of forecast range,2
Other meats,10,2014,2014,Upper bound of forecast range,3
Other meats,11,2014,2014,Lower bound of forecast range,2
Other meats,11,2014,2014,Upper bound of forecast range,3
Other meats,12,2014,2014,Lower bound of forecast range,2
Other meats,12,2014,2014,Upper bound of forecast range,3
Poultry,7,2013,2014,Lower bound of forecast range,3
Poultry,7,2013,2014,Upper bound of forecast range,4
Poultry,8,2013,2014,Lower bound of forecast range,3
Poultry,8,2013,2014,Upper bound of forecast range,4
Poultry,9,2013,2014,Lower bound of forecast range,3
Poultry,9,2013,2014,Upper bound of forecast range,4
Poultry,10,2013,2014,Lower bound of forecast range,3
Poultry,10,2013,2014,Upper bound of forecast range,4.1
Poultry,11,2013,2014,Lower bound of forecast range,3
Poultry,11,2013,2014,Upper bound of forecast range,4
Poultry,12,2013,2014,Lower bound of forecast range,3
Poultry,12,2013,2014,Upper bound of forecast range,4
Poultry,1,2014,2014,Lower bound of forecast range,3
Poultry,1,2014,2014,Upper bound of forecast range,4
Poultry,2,2014,2014,Lower bound of forecast range,3
Poultry,2,2014,2014,Upper bound of forecast range,4
Poultry,3,2014,2014,Lower bound of forecast range,3
Poultry,3,2014,2014,Upper bound of forecast range,4
Poultry,4,2014,2014,Lower bound of forecast range,3
Poultry,4,2014,2014,Upper bound of forecast range,4
Poultry,5,2014,2014,Lower bound of forecast range,3
Poultry,5,2014,2014,Upper bound of forecast range,4
Poultry,6,2014,2014,Lower bound of forecast range,3
Poultry,6,2014,2014,Upper bound of forecast range,4
Poultry,7,2014,2014,Lower bound of forecast range,3
Poultry,7,2014,2014,Upper bound of forecast range,4
Poultry,8,2014,2014,Lower bound of forecast range,3
